-0.461692,0.000221772,-0.0895159,
-0.773845,0.178989,-0.0914481,
-0.448866,-0.248537,-0.0923251,
-0.435754,0.109159,-0.0903396,
-0.676254,-0.391076,-0.0929089,
-0.582884,0.135075,-0.0908939,
-0.658414,0.16543,-0.0911129,
-0.558955,0.0101755,-0.0900302,
-0.732796,0.169693,-0.0912499,
-0.757258,0.175954,-0.0912979,
-0.522285,-0.0181171,-0.17762,
-0.5442,0.209684,-0.178647,
-0.379214,-0.13706,-0.179115,
-0.48305,0.226255,-0.178543,
-0.678294,-0.0955071,-0.179372,
-0.641559,-0.19511,-0.180131,
-0.679265,-0.219781,-0.180355,
-0.501735,-0.181678,-0.179941,
-0.628031,-0.240226,-0.180242,
-0.528969,0.21442,-0.178494,
-0.523771,-0.302391,-0.149542,
-0.437965,0.0388519,-0.14705,
-0.747052,-0.171839,-0.14915,
-0.535376,-0.0468729,-0.14813,
-0.462111,-0.266099,-0.1494,
-0.369412,-0.212364,-0.14891,
-0.52162,-0.110974,-0.148758,
-0.66499,0.154618,-0.14797,
-0.389501,0.142223,-0.147431,
-0.474627,-0.0583659,-0.148197,
-0.485851,0.258673,-0.0463421,
-0.503862,-0.0261935,-0.0457653,
-0.638733,0.245534,-0.0465265,
-0.388267,0.189775,-0.0461354,
-0.647204,0.301916,-0.0463774,
-0.608648,0.310352,-0.046332,
-0.677142,-0.180839,-0.0479342,
-0.75918,0.107264,-0.046808,
-0.375994,0.217555,-0.0462179,
-0.700983,-0.342341,-0.0483594,
-0.711714,0.0125348,0.0176814,
-0.504667,0.224997,0.0178285,
-0.657842,-0.163322,0.0161971,
-0.578437,-0.0608171,0.0170289,
-0.495897,0.161632,0.0176923,
-0.539636,0.144996,0.0176209,
-0.577725,-0.0916064,0.0168057,
-0.353303,0.204759,0.0179929,
-0.353303,0.204759,0.0179929,
-0.712945,0.317715,0.0175728,
-0.563639,0.204928,0.0479848,
-0.391734,0.20878,0.0486859,
-0.415422,-0.184546,0.0473295,
-0.598103,-0.193583,0.0464511,
-0.721602,-0.337049,0.045848,
-0.589661,-0.250266,0.0464207,
-0.740159,0.117879,0.0475885,
-0.540746,0.155425,0.0482501,
-0.406619,-0.063982,0.0481846,
-0.499707,-0.00787067,0.0495228
