0.033183773,0.253832581,1.088455811,
0.2158284,-0.061617195,1.084040771,
-0.219120834,0.264493225,1.089972778,
0.142250351,0.28009613,1.090768677,
-0.362138733,0.033670383,1.086278931,
0.16924234,0.131326889,1.088027222,
0.193062851,0.042105461,1.087360596,
0.031092945,0.151993759,1.085979614,
0.193920685,-0.023133188,1.085687134,
0.199835068,-0.048037197,1.084414917,
0.012910082,0.190594803,1.174673462,
0.243815308,0.169375778,1.175741455,
-0.107070839,0.334146149,1.178768677,
0.259364075,0.230647751,1.176034058,
-0.062916847,0.031541893,1.171088379,
-0.164305145,0.068533943,1.174231323,
-0.189320999,0.029663837,1.173081665,
-0.152688629,0.209891159,1.177278931,
-0.211184097,0.081800583,1.17464624,
0.245956451,0.184011536,1.176020386,
-0.27280954,0.186667709,1.147625854,
0.072801575,0.275559509,1.147108887,
-0.139178452,-0.038395359,1.141802734,
-0.015022561,0.176532578,1.147244873,
-0.237490265,0.249366089,1.149435425,
-0.183333786,0.34365567,1.150755127,
-0.079948616,0.190183502,1.148306152,
0.193080475,0.034902817,1.145340088,
0.177188049,0.323960846,1.150183716,
-0.026372074,0.239455338,1.148945557,
0.295230804,0.231505783,1.047748291,
0.005481686,0.211849426,1.045408203,
0.277327026,0.07518354,1.046163208,
0.218622406,0.328962158,1.050496582,
0.333302429,0.066618622,1.044891113,
0.341031219,0.105762672,1.04529248,
-0.156221848,0.033469772,1.043312866,
0.136502411,-0.04836343,1.041714233,
0.24370076,0.340583679,1.050904785,
-0.321170868,0.007504391,1.041768677,
0.048218277,0.002990334,0.97526532,
0.260793427,0.214345871,0.981591858,
-0.131620102,0.056602589,0.978095215,
-0.028314314,0.138093491,0.979244873,
0.196178314,0.222468002,0.981564636,
0.179527878,0.178308929,0.980448975,
-0.060073696,0.138731796,0.979551025,
0.237628754,0.366617462,0.98473468,
0.237628754,0.366617462,0.98473468,
0.354399323,0.003442482,0.975863953,
0.242221207,0.15505899,0.948006775,
0.244164627,0.328682922,0.95173468,
-0.153191895,0.302555817,0.950938782,
-0.161640778,0.117795189,0.947367371,
-0.305009155,-0.008696026,0.943591858,
-0.219023331,0.125830772,0.948666687,
0.154857239,-0.024526863,0.944013611,
0.190693649,0.177785843,0.949081604,
-0.03316293,0.312789124,0.951809509,
0.021823128,0.218525864,0.948598633,
